,date,team1,team2,1starter_1,1starter_2,1starter_3,1starter_4,1starter_5,1starter_6,1starter_7,1starter_8,1starter_9,1starter_10,1starter_11,1sub_1,1sub_2,1sub_3,1sub_4,1sub_5,1sub_6,1sub_7,2starter_1,2starter_2,2starter_3,2starter_4,2starter_5,2starter_6,2starter_7,2starter_8,2starter_9,2starter_10,2starter_11,2sub_1,2sub_2,2sub_3,2sub_4,2sub_5,2sub_6,2sub_7,referee,assistant_1,assistant_2,fourth
343,01.09.2018,Manchester City,Newcastle United,Ederson Santana de Moraes,Kyle Walker,Benjamin Mendy,John Stones,Aymeric  Laporte,Fernando Luiz Rosa,Riyad Mahrez,David Josué Jiménez Silva,Sergio Leonel Agüero del Castillo,Raheem Shaquille Sterling,Gabriel Fernando de Jesus,Arijanet Murić,Vincent Kompany,Nicolás Hernán Otamendi,İlkay Gündoğan,Fabian Delph,Bernardo Mota Veiga de Carvalho e Silva,Philip Foden,Martin Dúbravka,DeAndre Yedlin,Paul Dummett,Ciaran Clark,Federico Fernández,Jamaal Lascelles,Robert Kenedy Nunes do Nascimento,Sung-Yeung Ki,Mohamed Diamé,José Salomón Rondón Giménez,Ayoze Pérez Gutiérrez,Karl Darlow,Jamie Sterry,Jacob Murphy,Christian  Atsu Twasam,Sean Longstaff,Yoshinori Muto,José Luis Sanmartín Mato,Kevin Friend,Simon Bennett,Derek Eaton,Craig Pawson
344,01.09.2018,Brighton & Hove Albion,Fulham,Mathew Ryan,Martín Montoya Torralbo,Gaëtan Bong Songo,Shane Duffy,Lewis Dunk,Davy Pröpper,Anthony Knockaert,Dale Stephens,Pascal Groß,Solomon March,Glenn Murray,David Button,Leon-Aderemi Balogun,Bernardo Fernandes da Silva Junior,Beram Kayal,Yves Bissouma,Jürgen Locadia,Alireza Jahanbakhsh,Marcus Bettinelli,Timothy Evans Fosu-Mensah,Maxime Le Marchand,Denis Odoi,Alfie Mawson,Kevin McDonald,André-Frank Zambo Anguissa,Jean Michaël Seri,André Schürrle,Aleksandar Mitrović,Luciano Vietto,Fabricio Martín Agosto Ramírez,Calum Chambers,Cyrus Christie,Joe  Bryan,Kouassi Ryan Sessegnon,Stefan Marius Johansen,Aboubakar Kamara,Lee Probert,Simon Beck,Andy Garratt,Tony Harrington
345,01.09.2018,Chelsea,AFC Bournemouth,Kepa Arrizabalaga Revuelta,César Azpilicueta Tanco,Marcos  Alonso Mendoza,Antonio Rüdiger,David Luiz Moreira Marinho,Jorge Luiz Frello Filho,N'Golo Kanté,Mateo Kovačić,Álvaro Borja Morata Martín,Willian Borges da Silva,Eden Hazard,Wilfredo Daniel Caballero,Davide Zappacosta,Andreas Christensen,Ross Barkley,Ruben Loftus-Cheek,Pedro Eliezer Rodríguez Ledesma,Olivier Giroud,Asmir Begović,Simon Francis,Diego Rico Salguero,Steve Cook,Nathan Aké,Adam Smith,Dan Gosling,Jefferson Andrés Lerma Solís,Ryan Fraser,Callum Wilson,Joshua King,Artur Boruc,Tyrone Mings,Andrew Surman,Jordon  Ibe,Lewis Cook,David Brooks,Lys Mousset,Lee Mason,Matthew Wilkes,Marc Perry,David Coote
346,01.09.2018,Crystal Palace,Southampton,Wayne  Hennessey,Aaron Wan-Bissaka,Patrick  van Aanholt,Martin Kelly,Mamadou Sakho,Jeffrey  Schlupp,Luka Milivojević,Andros Townsend,James McArthur,Jordan Ayew,Christian Benteke Liolo,Vicente Guaita Panadero,Joel Ward,Max  Meyer,Cheikhou Kouyaté,Jason Puncheon,Jaïro Riedewald,,Alex McCarthy,Cédric Ricardo Alves Soares,Ryan Bertrand,Jannik Vestergaard,Wesley Hoedt,Pierre-Emile Højbjerg,Mohamed Elyounoussi,Mario Lemina,Nathan Redmond,Daniel William John Ings,Shane  Long,Angus Gunn,Maya Yoshida,Matt Targett,Steven Davis,Oriol Romeu Vidal,James  Ward-Prowse,Charlie Austin,Martin Atkinson,Lee Betts,Peter James Kirkup,Andy Madley
347,01.09.2018,Everton,Huddersfield Town,Jordan Pickford,Séamus Coleman,Lucas Digne,Mason Holgate,Kurt Happy Zouma,Morgan Schneiderlin,Tom Davies,Gylfi Þór Sigurðsson,Theo  Walcott,Cenk Tosun,Dominic Calvert-Lewin,Maarten Stekelenburg,Leighton Baines,Jonjoe Kenny,Tyias Browning,Kieran Dowell,El-Hadji Baye Oumar Niasse,Ademola Lookman,Jonas Lössl,Florent Hadërgjonaj,Chris Löwe,Terence Kongolo,Christopher Schindler,Mathias Jattah-Njie Jørgensen,Rajiv van La Parra,Philip Billing,Aaron Mooy,Steve Mounié,Adama Diakhaby,Ryan Schofield,Erik Durm,Daniel Williams,Alex  Pritchard,Elias Kachunga,Isaac Mbenza,Laurent Depoitre,Stuart Attwell,Edward Smart,Mark Scholes,Jonathan Moss
348,01.09.2018,West Ham United,Wolverhampton Wanderers,Łukasz Fabiański,Ryan Fredericks,Aaron Cresswell,Fabián Cornelio Balbuena González,Issa Diop,Jack Wilshere,Michail Antonio,Carlos Alberto Sánchez Moreno,Felipe  Anderson Pereira Gomes,Robert Snodgrass,Marko Arnautović,Adrián San Miguel del Castillo,Pablo Javier Zabaleta Girod,Pedro  Mba Obiang Avomo,Mark Noble,Declan Rice,Javier Hernández Balcázar,Andriy Yarmolenko,Rui Pedro dos Santos Patrício,Matt Doherty,Jonathan Castro Otto,Willy Boly,Conor  Coady,Ryan Bennett,Rúben Diogo Da Silva Neves,João Filipe Iria Santos Moutinho,Diogo José Teixeira da Silva,Raúl Alonso Jiménez Rodríguez,Hélder Wander Sousa Azevedo Costa,John Ruddy,Rúben Gonçalo Silva Nascimento Vinagre,Kortney Hause,Morgan Gibbs-White,Romain Saïss,Leonardo Bonatini Lohner Maia,Adama Traoré Diarra,Chris Kavanagh,Simon Long,Sian Massey,Steve Martin
349,01.09.2018,Leicester City,Liverpool,Kasper Schmeichel,Ricardo Domingos Barbosa Pereira,Ben Chilwell,Wes Morgan,Harry Maguire,Onyinye Wilfred Ndidi,Marc Albrighton,Nampalys Mendy,Rachid Ghezzal,James Maddison,Demarai Gray,Danny Ward,Jonny Evans,Christian Fuchs,Daniel Amartey,Vicente Iborra de la Fuente,Kelechi Promise Iheanacho,Shinji Okazaki,Alisson Ramsés Becker,Trent Alexander-Arnold,Andrew Robertson,Joe Gomez,Virgil van Dijk,Jordan Brian Henderson,Georginio Wijnaldum,James Philip Milner,Roberto Firmino Barbosa de Oliveira,Mohamed  Salah Ghaly,Sadio Mané,Simon Mignolet,Alberto Moreno Pérez,Joël Andre Job Matip,Naby Deco Keïta,Adam David Lallana,Daniel Andre Sturridge,Xherdan Shaqiri,Paul Tierney,Darren Cann,Adrian Holmes,Andre Marriner
350,27.08.2018,Manchester United,Tottenham Hotspur,David de Gea Quintana,Luis Antonio Valencia Mosquera,Luke Shaw,Chris Smalling,Phil Jones,Nemanja Matić,Frederico Rodrigues Santos,Ander Herrera Agüera,Jesse Lingard,Paul Pogba,Romelu Lukaku Menama,Lee Grant,Victor Nilsson Lindelöf,Ashley Young,Marouane Fellaini-Bakkioui,Scott McTominay,Alexis Alejandro Sánchez Sánchez,Marcus Rashford,Hugo Lloris,Kieran Trippier,Danny Rose,Toby Alderweireld,Jan Vertonghen,Mousa Sidi Yaya Dembélé,Lucas Rodrigues Moura da Silva,Eric Dier,Christian  Dannemann Eriksen,Bamidele Alli,Harry Kane,Michel Vorm,Davinson Sánchez Mina,Serge Aurier,Ben Davies,Harry Winks,Luke Amos,Fernando Llorente Torres,Craig Pawson,Edward Smart,Richard West,Jonathan Moss
351,26.08.2018,Fulham,Burnley,Marcus Bettinelli,Timothy Evans Fosu-Mensah,Joe  Bryan,Denis Odoi,Maxime Le Marchand,Kevin McDonald,Jean Michaël Seri,Tom Cairney,André Schürrle,Aleksandar Mitrović,Luciano Vietto,Fabricio Martín Agosto Ramírez,Calum Chambers,Cyrus Christie,Kouassi Ryan Sessegnon,Stefan Marius Johansen,André-Frank Zambo Anguissa,Aboubakar Kamara,Joe Hart,Matthew Lowton,Stephen Ward,Ben Mee,James  Tarkowski,Jack Cork,Aaron  Lennon,Ashley Westwood,Jeff Hendrick,Johann  Berg Guðmunds­son,Chris Wood,Tom Heaton,Charlie Taylor,Ben Gibson,Phil Bardsley,Kevin Long,Sam Vokes,Ashley Barnes,David Coote,Peter James Kirkup,Marc Perry,Andre Marriner
352,26.08.2018,Newcastle United,Chelsea,Martin Dúbravka,DeAndre Yedlin,Paul Dummett,Ciaran Clark,Fabian Lukas Schär,Federico Fernández,Jacob Murphy,Sung-Yeung Ki,Mohamed Diamé,Matt Ritchie,José Salomón Rondón Giménez,Karl Darlow,Jamie Sterry,Christian  Atsu Twasam,Sean Longstaff,Yoshinori Muto,Ayoze Pérez Gutiérrez,José Luis Sanmartín Mato,Kepa Arrizabalaga Revuelta,César Azpilicueta Tanco,Marcos  Alonso Mendoza,Antonio Rüdiger,David Luiz Moreira Marinho,Jorge Luiz Frello Filho,N'Golo Kanté,Mateo Kovačić,Álvaro Borja Morata Martín,Pedro Eliezer Rodríguez Ledesma,Eden Hazard,Wilfredo Daniel Caballero,Davide Zappacosta,Andreas Christensen,Ross Barkley,Ruben Loftus-Cheek,Olivier Giroud,Willian Borges da Silva,Paul Tierney,Ian Hussin,Darren Cann,Martin Atkinson
353,26.08.2018,Watford,Crystal Palace,Ben Foster,Daryl Janmaat,José Holebas,Craig Cathcart,Christian Kabasele,Etienne Capoue,Will Hughes,Abdoulaye Doucouré,Roberto Maximiliano Pereyra,Andre Gray,Troy Deeney,Heurelho da Silva Gomes,Sebastian Prödl,Adrian Mariappa,Adam Masina,Francisco Femenía Far,Ken Sema,Isaac  Ajayi Success,Wayne  Hennessey,Joel Ward,Patrick  van Aanholt,Mamadou Sakho,Jeffrey  Schlupp,Martin Kelly,Luka Milivojević,Andros Townsend,James McArthur,Wilfried Zaha,Christian Benteke Liolo,Vicente Guaita Panadero,Max  Meyer,Cheikhou Kouyaté,Jaïro Riedewald,Sullay Kaikai,Alexander Sørloth,Jordan Ayew,Anthony Taylor,Gary Beswick,Adam Nunn,Stuart Attwell
354,25.08.2018,Liverpool,Brighton & Hove Albion,Alisson Ramsés Becker,Trent Alexander-Arnold,Andrew Robertson,Joe Gomez,Virgil van Dijk,Georginio Wijnaldum,James Philip Milner,Naby Deco Keïta,Roberto Firmino Barbosa de Oliveira,Mohamed  Salah Ghaly,Sadio Mané,Simon Mignolet,Alberto Moreno Pérez,Joël Andre Job Matip,Jordan Brian Henderson,Adam David Lallana,Daniel Andre Sturridge,Xherdan Shaqiri,Mathew Ryan,Martín Montoya Torralbo,Gaëtan Bong Songo,Leon-Aderemi Balogun,Shane Duffy,Dale Stephens,Anthony Knockaert,Davy Pröpper,Yves Bissouma,Solomon March,Glenn Murray,David Button,Markus Suttner,Bernardo Fernandes da Silva Junior,Beram Kayal,Pascal Groß,Jürgen Locadia,Alireza Jahanbakhsh,Chris Kavanagh,Lee Betts,Simon Long,Craig Pawson
355,25.08.2018,AFC Bournemouth,Everton,Asmir Begović,Adam Smith,Charlie Daniels,Steve Cook,Nathan Aké,Andrew Surman,David Brooks,Dan Gosling,Ryan Fraser,Joshua King,Callum Wilson,Artur Boruc,Simon Francis,Jefferson Andrés Lerma Solís,Jordon  Ibe,Lewis Cook,Lys Mousset,Jermain  Defoe,Jordan Pickford,Séamus Coleman,Leighton Baines,Mason Holgate,Michael Keane,Tom Davies,Idrissa Gana Gueye,Gylfi Þór Sigurðsson,Theo  Walcott,Cenk Tosun,Richarlison de Andrade,Maarten Stekelenburg,Kurt Happy Zouma,Lucas Digne,Bernard  Anício Caldeira Duarte,Kieran Dowell,El-Hadji Baye Oumar Niasse,Dominic Calvert-Lewin,Lee Probert,Andy Garratt,Daniel Robathan,Andre Marriner
356,25.08.2018,Arsenal,West Ham United,Petr Čech,Héctor Bellerín Moruno,Ignacio Monreal Eraso,Shkodran Mustafi,Sokratis Papastathopoulos,Granit Xhaka,Henrikh Mkhitaryan,Mattéo Guendouzi Olié,Aaron Ramsey,Alex Iwobi,Pierre-Emerick Aubameyang,Bernd Leno,Stephan Lichtsteiner,Rob Holding,Mohamed Naser Elsayed Elneny,Lucas Torreira Di Pascua,Alexandre Lacazette,Daniel Nii Tackie Mensah Welbeck,Łukasz Fabiański,Ryan Fredericks,Arthur Masuaku,Fabián Cornelio Balbuena González,Issa Diop,Jack Wilshere,Felipe  Anderson Pereira Gomes,Carlos Alberto Sánchez Moreno,Robert Snodgrass,Michail Antonio,Marko Arnautović,Adrián San Miguel del Castillo,Pablo Javier Zabaleta Girod,Pedro  Mba Obiang Avomo,Declan Rice,Javier Hernández Balcázar,Andriy Yarmolenko,Lucas Pérez Martínez,Graham Scott,Scott Ledger,Mick McDonough,Kevin Friend
357,25.08.2018,Huddersfield Town,Cardiff City,Ben Hamer,Florent Hadërgjonaj,Terence Kongolo,Mathias Jattah-Njie Jørgensen,Christopher Schindler,Philip Billing,Rajiv van La Parra,Jonathan Hogg,Aaron Mooy,Steve Mounié,Adama Diakhaby,Jonas Lössl,Tom Smith,Chris Löwe,Jon Gorenc Stankovič,Alex  Pritchard,Isaac Mbenza,Laurent Depoitre,Neil Leonard Dula Etheridge,Bruno Écuélé Manga,Joe Bennett,Sean Morrison,Souleymane Bamba,Joe Ralls,Víctor Camarasa Ferrando,Harry Arter,Josh Murphy,Nathaniel Mendez-Laing,Kenneth Dahrup Zohorè,Alex Smithies,Lee Peltier,Callum Paterson,Greg Cunningham,Bobby Reid,Danny Ward,Gary Madine,Michael Oliver,Simon Bennett,Stuart Burt,Oliver Langford
358,25.08.2018,Southampton,Leicester City,Alex McCarthy,Cédric Ricardo Alves Soares,Ryan Bertrand,Jannik Vestergaard,Wesley Hoedt,Pierre-Emile Højbjerg,Nathan Redmond,Mario Lemina,Mohamed Elyounoussi,Daniel William John Ings,Shane  Long,Angus Gunn,Jack Stephens,Steven Davis,Oriol Romeu Vidal,James  Ward-Prowse,Stuart Armstrong,Charlie Austin,Kasper Schmeichel,Ben Chilwell,Wes Morgan,Harry Maguire,Ricardo Domingos Barbosa Pereira,Daniel Amartey,Onyinye Wilfred Ndidi,Nampalys Mendy,James Maddison,Demarai Gray,Kelechi Promise Iheanacho,Danny Ward,Jonny Evans,Christian Fuchs,Marc Albrighton,Adrien Sebastian Perruchet Silva,Rachid Ghezzal,Shinji Okazaki,Jonathan Moss,Harry Lennard,Andy Halliday,David Coote
359,25.08.2018,Wolverhampton Wanderers,Manchester City,Rui Pedro dos Santos Patrício,Matt Doherty,Jonathan Castro Otto,Willy Boly,Conor  Coady,Ryan Bennett,Rúben Diogo Da Silva Neves,João Filipe Iria Santos Moutinho,Diogo José Teixeira da Silva,Raúl Alonso Jiménez Rodríguez,Hélder Wander Sousa Azevedo Costa,John Ruddy,Rúben Gonçalo Silva Nascimento Vinagre,Kortney Hause,Morgan Gibbs-White,Romain Saïss,Leonardo Bonatini Lohner Maia,Adama Traoré Diarra,Ederson Santana de Moraes,Kyle Walker,Benjamin Mendy,Vincent Kompany,Aymeric  Laporte,İlkay Gündoğan,Bernardo Mota Veiga de Carvalho e Silva,Fernando Luiz Rosa,David Josué Jiménez Silva,Sergio Leonel Agüero del Castillo,Raheem Shaquille Sterling,Arijanet Murić,John Stones,Nicolás Hernán Otamendi,Fabian Delph,Riyad Mahrez,Leroy Sané,Gabriel Fernando de Jesus,Martin Atkinson,Stephen Child,Constantine Hatzidakis,Stuart Attwell
360,20.08.2018,Crystal Palace,Liverpool,Wayne  Hennessey,Aaron Wan-Bissaka,Patrick  van Aanholt,James Tomkins,Mamadou Sakho,Jeffrey  Schlupp,Luka Milivojević,Andros Townsend,James McArthur,Wilfried Zaha,Christian Benteke Liolo,Vicente Guaita Panadero,Joel Ward,Martin Kelly,Max  Meyer,Cheikhou Kouyaté,Jordan Ayew,Alexander Sørloth,Alisson Ramsés Becker,Trent Alexander-Arnold,Andrew Robertson,Joe Gomez,Virgil van Dijk,Georginio Wijnaldum,Naby Deco Keïta,James Philip Milner,Roberto Firmino Barbosa de Oliveira,Mohamed  Salah Ghaly,Sadio Mané,Simon Mignolet,Alberto Moreno Pérez,Joël Andre Job Matip,Jordan Brian Henderson,Adam David Lallana,Daniel Andre Sturridge,Xherdan Shaqiri,Michael Oliver,Simon Bennett,Scott Ledger,Chris Kavanagh
361,19.08.2018,Brighton & Hove Albion,Manchester United,Mathew Ryan,Martín Montoya Torralbo,Gaëtan Bong Songo,Shane Duffy,Lewis Dunk,Davy Pröpper,Solomon March,Dale Stephens,Pascal Groß,Anthony Knockaert,Glenn Murray,David Button,Leon-Aderemi Balogun,Bernardo Fernandes da Silva Junior,Beram Kayal,Yves Bissouma,Jürgen Locadia,Alireza Jahanbakhsh,David de Gea Quintana,Ashley Young,Luke Shaw,Eric Bertrand  Bailly,Victor Nilsson Lindelöf,Andreas Hoelgebaum Pereira,Frederico Rodrigues Santos,Paul Pogba,Juan Manuel Mata García,Romelu Lukaku Menama,Anthony Martial,Lee Grant,Chris Smalling,Jesse Lingard,Ander Herrera Agüera,Marouane Fellaini-Bakkioui,Scott McTominay,Marcus Rashford,Kevin Friend,Stuart Burt,Matthew Wilkes,Graham Scott
362,19.08.2018,Burnley,Watford,Joe Hart,Matthew Lowton,Stephen Ward,James  Tarkowski,Ben Mee,Jack Cork,Aaron  Lennon,Ashley Westwood,Jeff Hendrick,Johann  Berg Guðmunds­son,Chris Wood,Tom Heaton,Charlie Taylor,Ben Gibson,Phil Bardsley,Kevin Long,Sam Vokes,Ashley Barnes,Ben Foster,Daryl Janmaat,José Holebas,Christian Kabasele,Craig Cathcart,Abdoulaye Doucouré,Will Hughes,Etienne Capoue,Roberto Maximiliano Pereyra,Andre Gray,Troy Deeney,Heurelho da Silva Gomes,Sebastian Prödl,Adrian Mariappa,Adam Masina,Francisco Femenía Far,Ken Sema,Isaac  Ajayi Success,Paul Tierney,Adrian Holmes,Mick McDonough,Chris Kavanagh
363,19.08.2018,Manchester City,Huddersfield Town,Ederson Santana de Moraes,Benjamin Mendy,Aymeric  Laporte,Vincent Kompany,John Stones,Fernando Luiz Rosa,Bernardo Mota Veiga de Carvalho e Silva,David Josué Jiménez Silva,İlkay Gündoğan,Sergio Leonel Agüero del Castillo,Gabriel Fernando de Jesus,Claudio Andrés Bravo Muñoz,Kyle Walker,Nicolás Hernán Otamendi,Riyad Mahrez,Philip Foden,Raheem Shaquille Sterling,Leroy Sané,Ben Hamer,Tom Smith,Chris Löwe,Terence Kongolo,Christopher Schindler,Jon Gorenc Stankovič,Florent Hadërgjonaj,Alex  Pritchard,Philip Billing,Abdelhamid Sabiri,Steve Mounié,Jonas Lössl,Ramadan Sobhi,Rajiv van La Parra,Daniel Williams,Adama Diakhaby,Isaac Mbenza,Laurent Depoitre,Andre Marriner,Simon Long,Richard West,Lee Mason
364,18.08.2018,Chelsea,Arsenal,Kepa Arrizabalaga Revuelta,César Azpilicueta Tanco,Marcos  Alonso Mendoza,Antonio Rüdiger,David Luiz Moreira Marinho,Jorge Luiz Frello Filho,N'Golo Kanté,Ross Barkley,Álvaro Borja Morata Martín,Willian Borges da Silva,Pedro Eliezer Rodríguez Ledesma,Wilfredo Daniel Caballero,Victor Moses,Davide Zappacosta,Andreas Christensen,Mateo Kovačić,Eden Hazard,Olivier Giroud,Petr Čech,Héctor Bellerín Moruno,Ignacio Monreal Eraso,Sokratis Papastathopoulos,Shkodran Mustafi,Granit Xhaka,Henrikh Mkhitaryan,Mattéo Guendouzi Olié,Mesut Özil,Alex Iwobi,Pierre-Emerick Aubameyang,Bernd Leno,Stephan Lichtsteiner,Mohamed Naser Elsayed Elneny,Aaron Ramsey,Lucas Torreira Di Pascua,Alexandre Lacazette,Daniel Nii Tackie Mensah Welbeck,Martin Atkinson,Lee Betts,Stephen Child,Jonathan Moss
365,18.08.2018,Everton,Southampton,Jordan Pickford,Séamus Coleman,Leighton Baines,Mason Holgate,Michael Keane,Morgan Schneiderlin,Idrissa Gana Gueye,Gylfi Þór Sigurðsson,Theo  Walcott,Cenk Tosun,Richarlison de Andrade,Maarten Stekelenburg,Kurt Happy Zouma,Jonjoe Kenny,Tom Davies,El-Hadji Baye Oumar Niasse,Dominic Calvert-Lewin,Ademola Lookman,Alex McCarthy,Cédric Ricardo Alves Soares,Ryan Bertrand,Jack Stephens,Wesley Hoedt,Oriol Romeu Vidal,James  Ward-Prowse,Mario Lemina,Nathan Redmond,Daniel William John Ings,Charlie Austin,Angus Gunn,Maya Yoshida,Matt Targett,Stuart Armstrong,Pierre-Emile Højbjerg,Shane  Long,Manolo Gabbiadini,Lee Mason,Darren Cann,Derek Eaton,Andre Marriner
366,18.08.2018,Leicester City,Wolverhampton Wanderers,Kasper Schmeichel,Ricardo Domingos Barbosa Pereira,Ben Chilwell,Harry Maguire,Jonny Evans,Nampalys Mendy,Demarai Gray,Onyinye Wilfred Ndidi,James Maddison,Marc Albrighton,Jamie Vardy,Danny Ward,Wes Morgan,Christian Fuchs,Daniel Amartey,Adrien Sebastian Perruchet Silva,Rachid Ghezzal,Kelechi Promise Iheanacho,Rui Pedro dos Santos Patrício,Matt Doherty,Jonathan Castro Otto,Willy Boly,Conor  Coady,Ryan Bennett,Rúben Diogo Da Silva Neves,João Filipe Iria Santos Moutinho,Diogo José Teixeira da Silva,Raúl Alonso Jiménez Rodríguez,Hélder Wander Sousa Azevedo Costa,John Ruddy,Rúben Gonçalo Silva Nascimento Vinagre,Kortney Hause,Morgan Gibbs-White,Romain Saïss,Leonardo Bonatini Lohner Maia,Adama Traoré Diarra,Mike Dean,Ian Hussin,Mark Scholes,Graham Scott
367,18.08.2018,Tottenham Hotspur,Fulham,Hugo Lloris,Kieran Trippier,Ben Davies,Davinson Sánchez Mina,Jan Vertonghen,Toby Alderweireld,Christian  Dannemann Eriksen,Bamidele Alli,Lucas Rodrigues Moura da Silva,Eric Dier,Harry Kane,Michel Vorm,Danny Rose,Serge Aurier,Harry Winks,Erik Lamela,Moussa Sissoko,Mousa Sidi Yaya Dembélé,Fabricio Martín Agosto Ramírez,Timothy Evans Fosu-Mensah,Joe  Bryan,Calum Chambers,Maxime Le Marchand,André-Frank Zambo Anguissa,Jean Michaël Seri,Tom Cairney,Kouassi Ryan Sessegnon,Aleksandar Mitrović,Aboubakar Kamara,Sergio Rico González,Cyrus Christie,Kevin McDonald,Neeskens Kebano,Stefan Marius Johansen,André Schürrle,Luciano Vietto,Anthony Taylor,Gary Beswick,Adam Nunn,Simon Hooper
368,18.08.2018,West Ham United,AFC Bournemouth,Łukasz Fabiański,Pablo Javier Zabaleta Girod,Arthur Masuaku,Fabián Cornelio Balbuena González,Angelo Obinze Ogbonna,Jack Wilshere,Robert Snodgrass,Mark Noble,Felipe  Anderson Pereira Gomes,Javier Hernández Balcázar,Marko Arnautović,Adrián San Miguel del Castillo,Aaron Cresswell,Issa Diop,Pedro  Mba Obiang Avomo,Carlos Alberto Sánchez Moreno,Andriy Yarmolenko,Lucas Pérez Martínez,Asmir Begović,Adam Smith,Charlie Daniels,Steve Cook,Nathan Aké,Dan Gosling,David Brooks,Andrew Surman,Ryan Fraser,Joshua King,Callum Wilson,Artur Boruc,Simon Francis,Tyrone Mings,Jordon  Ibe,Lewis Cook,Lys Mousset,Jermain  Defoe,Stuart Attwell,Harry Lennard,Neil Davies,Kevin Friend
369,18.08.2018,Cardiff City,Newcastle United,Neil Leonard Dula Etheridge,Bruno Écuélé Manga,Joe Bennett,Souleymane Bamba,Sean Morrison,Víctor Camarasa Ferrando,Josh Murphy,Harry Arter,Joe Ralls,Kenneth Dahrup Zohorè,David Junior Hoilett,Alex Smithies,Jazz Richards,Callum Paterson,Greg Cunningham,Bobby Reid,Nathaniel Mendez-Laing,Gary Madine,Martin Dúbravka,Javier Manquillo Gaitán,Paul Dummett,Jamaal Lascelles,Ciaran Clark,Jonjo Shelvey,Matt Ritchie,Mohamed Diamé,Robert Kenedy Nunes do Nascimento,José Luis Sanmartín Mato,Ayoze Pérez Gutiérrez,Karl Darlow,Federico Fernández,Sung-Yeung Ki,Jacob Murphy,Isaac Hayden,José Salomón Rondón Giménez,Yoshinori Muto,Craig Pawson,Edward Smart,Andy Garratt,Lee Probert
370,12.08.2018,Arsenal,Manchester City,Petr Čech,Héctor Bellerín Moruno,Sokratis Papastathopoulos,Shkodran Mustafi,Ainsley Maitland-Niles,Granit Xhaka,Henrikh Mkhitaryan,Mattéo Guendouzi Olié,Aaron Ramsey,Mesut Özil,Pierre-Emerick Aubameyang,Bernd Leno,Stephan Lichtsteiner,Rob Holding,Mohamed Naser Elsayed Elneny,Lucas Torreira Di Pascua,Alex Iwobi,Alexandre Lacazette,Ederson Santana de Moraes,Kyle Walker,Benjamin Mendy,John Stones,Aymeric  Laporte,Fernando Luiz Rosa,Bernardo Mota Veiga de Carvalho e Silva,İlkay Gündoğan,Riyad Mahrez,Sergio Leonel Agüero del Castillo,Raheem Shaquille Sterling,Claudio Andrés Bravo Muñoz,Vincent Kompany,Nicolás Hernán Otamendi,Kevin De Bruyne,Philip Foden,Leroy Sané,Gabriel Fernando de Jesus,Michael Oliver,Simon Bennett,Stuart Burt,Andre Marriner
371,12.08.2018,Liverpool,West Ham United,Alisson Ramsés Becker,Trent Alexander-Arnold,Andrew Robertson,Joe Gomez,Virgil van Dijk,Georginio Wijnaldum,Naby Deco Keïta,James Philip Milner,Roberto Firmino Barbosa de Oliveira,Mohamed  Salah Ghaly,Sadio Mané,Loris Karius,Nathaniel Edwin Clyne,Fábio Henrique Tavares,Jordan Brian Henderson,Adam David Lallana,Daniel Andre Sturridge,Xherdan Shaqiri,Łukasz Fabiański,Ryan Fredericks,Arthur Masuaku,Angelo Obinze Ogbonna,Fabián Cornelio Balbuena González,Declan Rice,Mark Noble,Jack Wilshere,Michail Antonio,Felipe  Anderson Pereira Gomes,Marko Arnautović,Adrián San Miguel del Castillo,Pablo Javier Zabaleta Girod,Issa Diop,Robert Snodgrass,Pedro  Mba Obiang Avomo,Javier Hernández Balcázar,Andriy Yarmolenko,Anthony Taylor,Gary Beswick,Adam Nunn,Paul Tierney
372,12.08.2018,Southampton,Burnley,Alex McCarthy,Cédric Ricardo Alves Soares,Ryan Bertrand,Wesley Hoedt,Jannik Vestergaard,Jack Stephens,Oriol Romeu Vidal,Mario Lemina,Stuart Armstrong,Nathan Redmond,Charlie Austin,Angus Gunn,Jan Bednarek,Mohamed Elyounoussi,James  Ward-Prowse,Pierre-Emile Højbjerg,Daniel William John Ings,Manolo Gabbiadini,Joe Hart,Matthew Lowton,Stephen Ward,James  Tarkowski,Ben Mee,Ashley Westwood,Johann  Berg Guðmunds­son,Jack Cork,Jeff Hendrick,Aaron  Lennon,Chris Wood,Tom Heaton,Charlie Taylor,Ben Gibson,Phil Bardsley,Sam Vokes,Ashley Barnes,Jonathan  Walters,Graham Scott,Constantine Hatzidakis,Daniel Cook,Lee Probert
